OBJECTID,FOD_ID,FPA_ID,SOURCE_SYSTEM_TYPE,SOURCE_SYSTEM,NWCG_REPORTING_AGENCY,NWCG_REPORTING_UNIT_ID,NWCG_REPORTING_UNIT_NAME,SOURCE_REPORTING_UNIT,SOURCE_REPORTING_UNIT_NAME,LOCAL_FIRE_REPORT_ID,LOCAL_INCIDENT_ID,FIRE_CODE,FIRE_NAME,ICS_209_INCIDENT_NUMBER,ICS_209_NAME,MTBS_ID,MTBS_FIRE_NAME,COMPLEX_NAME,FIRE_YEAR,DISCOVERY_DOY,DISCOVERY_TIME,STAT_CAUSE_CODE,STAT_CAUSE_DESCR,CONT_DOY,CONT_TIME,FIRE_SIZE,FIRE_SIZE_CLASS,LATITUDE,LONGITUDE,OWNER_CODE,OWNER_DESCR,STATE,COUNTY,FIPS_CODE,FIPS_NAME,Shape,DISCOVERY_DATE_CONVERTED,CONT_DATE_CONVERTED,BURNING_DAYS,STATE_NAME
1143,1474314,W-607268,FED,DOI-WFMI,BLM,USIDIFD,Idaho Falls District,IDBUD,Burley Field Office,,,FQB3,BEAR TRAP,ID-TFD-000345,Bear Trap,ID4291911343320100806,BEAR TRAP,,2010,218,1701,1.0,Lightning,220,1800,7261.0,G,42.91,-113.4381,1.0,BLM,ID,Blaine,013,Blaine,Point,2010-08-06,2010-08-08,2.0,Idaho
1145,3771,FS-1426595,FED,FS-FIRESTAT,FS,USMTBRF,Bitterroot National Forest,0103,Bitterroot National Forest,35,014,B3L5,BEAVER JACK,MT-BRF-000135,Selway-Salmon WFU Complex,ID4572311470820050801,SELWAY-SALMON COMPLEX (BEAVERJACK),SELWAY-SALMON WFU COMPLEX,2005,213,1900,1.0,Lightning,304,0900,7244.4,G,45.73027778,-114.70666667,5.0,USFS,ID,49,049,Idaho,Point,2005-08-01,2005-10-31,91.0,Idaho
1151,16031,FS-1445156,FED,FS-FIRESTAT,FS,USIDNCF,Nez Perce - Clearwater National Forests,0117,Nezperce National Forest,162,08-60,C5WV,MEADOW,ID-NPF-000162,Meadow,ID4573111518620060903,MEADOW,,2006,246,1326,1.0,Lightning,264,1500,7200.0,G,45.73722222,-115.18944444,5.0,USFS,ID,49,049,Idaho,Point,2006-09-03,2006-09-21,18.0,Idaho
1154,336211,W-97146,FED,DOI-WFMI,BLM,USIDIFD,Idaho Falls District,IDIFD,Idaho Falls District,,,F904,CAMAS,ID-IFD-F904,Camas,ID4400311236120000817,CAMAS,,2000,230,1735,11.0,Powerline,231,1600,7156.0,G,43.933,-112.295,1.0,BLM,ID,Jefferson,051,Jefferson,Point,2000-08-17,2000-08-18,1.0,Idaho
1157,201773831,W-658230,FED,DOI-WFMI,BLM,USIDTFD,Twin  Falls District,IDSHD,Shoshone Field Office,,,HS1N,FIR GROVE,ID-TFD-000277,Fir Grove,ID4321511470020130728,FIR GROVE,,2013,209,1303,1.0,Lightning,213,2000,7143.0,G,43.215,-114.6997,1.0,BLM,ID,Camas,025,Camas,Point,2013-07-28,2013-08-01,4.0,Idaho
1162,337734,W-96743,FED,DOI-WFMI,BLM,USIDTFD,Twin  Falls District,IDSID,South Idaho District,,,G199,CALDERCR,ID-SID-G199,Calder Creek,ID4254211302620000726,EAST FALL CREEK,,2000,223,2348,1.0,Lightning,230,1800,7087.7,G,42.55336,-113.02445,1.0,BLM,ID,Cassia,031,Cassia,Point,2000-08-10,2000-08-17,7.0,Idaho
1168,335467,W-545285,FED,DOI-WFMI,BLM,USIDIFD,Idaho Falls District,IDBUD,Burley Field Office,,,DR3A,GUN CANYON,ID-TFD-002024,GUN CANYON,ID4250511347920070718,GUN CANYON,,2007,199,1414,1.0,Lightning,201,1800,7030.0,G,42.5106,-113.4614,8.0,PRIVATE,ID,Cassia,031,Cassia,Point,2007-07-18,2007-07-20,2.0,Idaho
1170,336798,W-544968,FED,DOI-WFMI,BLM,USIDBOD,Boise District,IDOYD,Owyhee Field Office,,,DNS7,BALD MOUNTAIN,ID-BOD-000474,BALD MTN,ID4233411690020070706,TONGUE COMPLEX (CRUTCHER),TONGUE COMPLEX,2007,187,1625,1.0,Lightning,190,1000,7010.0,G,42.30807,-116.95167,1.0,BLM,ID,Owyhee,073,Owyhee,Point,2007-07-06,2007-07-09,3.0,Idaho
1178,24577,FS-1455799,FED,FS-FIRESTAT,FS,USIDBOF,Boise National Forest,0402,Boise National Forest,57,609,DR50,LIGHTNING,ID-BOF-000642,Middle Fork Complex,ID4417411582920070717,MIDDLE FORK COMPLEX (LIGHTNING),MIDDLE FORK COMPLEX,2007,198,1800,1.0,Lightning,304,1730,6994.0,G,44.17611111,-115.83972222,5.0,USFS,ID,15,015,Boise,Point,2007-07-17,2007-10-31,106.0,Idaho
1181,336650,W-506587,FED,DOI-WFMI,BLM,USIDTFD,Twin  Falls District,IDJRD,Jarbidge Field Office,,,B5FT,BELRAPIDS2,ID-TFD-B5FT,Bell Rapids 2,ID4286311496020050829,BELL RAPIDS 2,,2005,241,1237,12.0,Structure,243,1800,6969.4,G,42.8839,-115.0469,1.0,BLM,ID,Elmore,039,Elmore,Point,2005-08-29,2005-08-31,2.0,Idaho
1191,300210626,W-679269,FED,DOI-WFMI,BLM,USIDBOD,Boise District,IDBPD,Birds Of Prey Nca,,,JR0Z,CELEBRATION,2819042,CELEBRATION,ID4327511649920150606,CELEBRATION,,2015,157,1245,4.0,Campfire,160,1800,6868.0,G,43.2752,-116.49822,1.0,BLM,ID,Owyhee,073,Owyhee,Point,2015-06-06,2015-06-09,3.0,Idaho
1196,337720,W-95481,FED,DOI-WFMI,BLM,USIDTFD,Twin  Falls District,IDSID,South Idaho District,,,G180,NAF,ID-SID-G180,Naf,ID4204311334220000728,NAF,,2000,210,1228,1.0,Lightning,213,1945,6835.2,G,42.00899,-113.33097,1.0,BLM,ID,Cassia,031,Cassia,Point,2000-07-28,2000-07-31,3.0,Idaho
1197,201773588,W-663330,FED,DOI-WFMI,BLM,USIDBOD,Boise District,IDFRD,Four Rivers Field Office,,,HUH4,MM111 HWY20,ID-BOD-001047,PONY COMPLEX,ID4329411554820130809,PONY COMPLEX,PONY COMPLEX,2013,220,2132,1.0,Lightning,233,1801,6828.0,G,43.265,-115.50985,8.0,PRIVATE,ID,Elmore,039,Elmore,Point,2013-08-08,2013-08-21,13.0,Idaho
1201,335644,W-108978,FED,DOI-WFMI,BLM,USIDBOD,Boise District,IDFRD,Four Rivers Field Office,,,F346,JACKKNIFE,ID BOD F346,Jack Knife,ID4412211634420020708,JACK KNIFE,,2002,189,0240,1.0,Lightning,193,1200,6786.0,G,44.11727,-116.34768,1.0,BLM,ID,Gem,045,Gem,Point,2002-07-08,2002-07-12,4.0,Idaho
1202,5660,FS-1429676,FED,FS-FIRESTAT,FS,USIDPAF,Payette National Forest,0412,Payette National Forest,806,11,B3ML,MISSOURI RIDGE WFU,ID-PAF-005045,FRANK CHURCH,ID4500411535620050801,FRANK CHURCH WFU (MISSOURI RIDGE),FRANK CHURCH WFU COMPLEX 2005,2005,215,1600,1.0,Lightning,307,1055,6775.0,G,45.00055556,-115.3875,5.0,USFS,ID,85,085,Valley,Point,2005-08-03,2005-11-03,92.0,Idaho
1203,335520,W-580367,FED,DOI-WFMI,BLM,USIDIFD,Idaho Falls District,IDBUD,Burley Field Office,,,EL8D,SHOSHONE BASIN,ID-TFD-000478,Shoshone Basin,ID4219911453620080929,SHOSHONE BASIN,,2008,273,1435,9.0,Miscellaneous,273,1900,6773.0,G,42.1964,-114.4969,8.0,PRIVATE,ID,Twin Falls,083,Twin Falls,Point,2008-09-29,2008-09-29,0.0,Idaho
1211,16160,FS-1445296,FED,FS-FIRESTAT,FS,USIDNCF,Nez Perce - Clearwater National Forests,0117,Nezperce National Forest,140,01-33,C4VU,GREEN ACRES,ID-NPF-200618,Heavens Gate Complex,ID4531711652220060819,HEAVENS GATE COMPLEX (GREEN ACRES),HEAVENS GATE COMPLEX,2006,231,1543,1.0,Lightning,293,0800,6700.0,G,45.34861111,-116.49527778,5.0,USFS,ID,49,049,Idaho,Point,2006-08-19,2006-10-20,62.0,Idaho
1214,300203673,FS-6336114,FED,FS-FIRESTAT,FS,USIDIPF,Idaho Panhandle National Forest,0104,Idaho Panhandle National Forest,088,7014,J03S,PARKER RIDGE,2776766,Parker Ridge,ID4890711653420150729,PARKER RIDGE,,2015,210,1713,1.0,Lightning,321,1230,6675.0,G,48.90694444,-116.53388889,5.0,USFS,ID,021,021,Boundary,Point,2015-07-29,2015-11-17,111.0,Idaho
1215,201108376,W-625652,FED,DOI-WFMI,BLM,USIDIFD,Idaho Falls District,IDBUD,Burley Field Office,,,GBH7,BINGHAM POINT,ID-SCS-000396,Bingham Point,ID4295111354520110821,BINGHAMPOINT,,2011,233,0845,1.0,Lightning,235,1800,6673.0,G,42.950614,-113.545667,7.0,STATE,ID,Minidoka,067,Minidoka,Point,2011-08-21,2011-08-23,2.0,Idaho
1216,1474454,W-612081,FED,DOI-WFMI,BLM,USIDIFD,Idaho Falls District,IDPOD,Pocatello Field Office,,,FSQ9,BOWEN,ID-2PN-010026,Bowen,ID4254111250320100821,BOWEN,,2010,233,1534,2.0,Equipment Use,242,2000,6663.0,G,42.4978,-112.5239,1.0,BLM,ID,Power,077,Power,Point,2010-08-21,2010-08-30,9.0,Idaho
1229,201503097,W-639128,FED,DOI-WFMI,BLM,USIDTFD,Twin  Falls District,IDSHD,Shoshone Field Office,,,G1XA,TRAPPER CABIN,ID-TFD-000309,Trapper Cabin,ID4294111360220120713,TRAPPER CABIN,,2012,195,1212,1.0,Lightning,196,1800,6558.0,G,42.9411,-113.6022,1.0,BLM,ID,Minidoka,067,Minidoka,Point,2012-07-13,2012-07-14,1.0,Idaho
1232,24950,FS-1456281,FED,FS-FIRESTAT,FS,USIDNCF,Nez Perce - Clearwater National Forests,0117,Nezperce National Forest,46,D6 - 17,DU8T,LIZARD,ID-NPF-00046,Lizard,ID4622411506820070723,LIZARD,MOOSE CREEK WFU COMPLEX,2007,204,1619,1.0,Lightning,290,1500,6547.0,G,46.23111111,-115.11583333,5.0,USFS,ID,49,049,Idaho,Point,2007-07-23,2007-10-17,86.0,Idaho
1244,337851,W-101637,FED,DOI-WFMI,BLM,USIDTFD,Twin  Falls District,IDSID,South Idaho District,,,G331,MAINHEGLAR,ID-SID-G331,MainHeglar,ID4251211318820010714,MAIN HEGLAR,,2001,195,1645,1.0,Lightning,196,1800,6472.4,G,42.4799,-113.1786,8.0,PRIVATE,ID,Cassia,031,Cassia,Point,2001-07-14,2001-07-15,1.0,Idaho
1248,201502949,W-636592,FED,DOI-WFMI,BLM,USIDTFD,Twin  Falls District,IDJRD,Jarbidge Field Office,,,GWL8,BALANCED ROAD,ID-TFD-0000114,BALANCED ROAD,ID4256411501620120603,BALANCED ROAD,,2012,155,1350,2.0,Equipment Use,156,2119,6425.0,G,42.5783,-115.0022,8.0,PRIVATE,ID,Twin Falls,083,Twin Falls,Point,2012-06-03,2012-06-04,1.0,Idaho
1272,334993,W-104166,FED,DOI-WFMI,BLM,USIDBOD,Boise District,IDBOD,Boise District,,,F226,DOE FLAT,ID-BOD-226,Doe Flat,ID4222111519620010727,DOE FLAT,,2001,208,1232,1.0,Lightning,212,1745,6263.0,G,42.21833,-115.23081,1.0,BLM,ID,Owyhee,073,Owyhee,Point,2001-07-27,2001-07-31,4.0,Idaho
1278,25022,FS-1456365,FED,FS-FIRESTAT,FS,USMTBRF,Bitterroot National Forest,0103,Bitterroot National Forest,34,016,DV6G,HARRINGTON RIDGE,MT-BRF-5053,Harrington Ridge,ID4568011472320070706,BITTERROOT FIRE USE COMPLEX (MAGRUDER MTN #1),BITTERROOT FIRE USE COMPLEX,2007,195,2230,1.0,Lightning,299,1207,6233.0,G,45.51722222,-114.88416667,5.0,USFS,ID,49,049,Idaho,Point,2007-07-14,2007-10-26,104.0,Idaho
1280,336528,W-543361,FED,DOI-WFMI,BLM,USIDIFD,Idaho Falls District,IDIFD,Idaho Falls District,,,DM7K,BLACKHAWK,ID-IFDS-007011,BLACK HAWK,ID4340911190520070705,BLACK HAWK,,2007,186,2144,9.0,Miscellaneous,189,2000,6224.6,G,43.3803,-111.9306,1.0,BLM,ID,Bonneville,019,Bonneville,Point,2007-07-05,2007-07-08,3.0,Idaho
1281,300210699,W-687692,FED,DOI-WFMI,BLM,USIDCWD,Cottonwood Field Office,IDCWD,Cottonwood Field Office,,,J1C3,LOLO 2,2861904,Lolo #2,,,CLEARWATER/MUNICIPAL/MOTORWAY NORTH COMPLEX,2015,223,1304,1.0,Lightning,226,0703,6200.0,G,46.357856,-116.126217,1.0,BLM,ID,Clearwater,035,Clearwater,Point,2015-08-11,2015-08-14,3.0,Idaho
1284,335894,W-528306,FED,DOI-WFMI,BLM,USIDBOD,Boise District,IDFRD,Four Rivers Field Office,,,C3MD,DITTO REST,ID-BOD-2131,DITTO REST,ID4321511579320060810,DITTO REST,,2006,222,1930,1.0,Lightning,223,2200,6181.0,G,43.26932,-115.86272,8.0,PRIVATE,ID,Elmore,039,Elmore,Point,2006-08-10,2006-08-11,1.0,Idaho
1287,201502816,W-639878,FED,DOI-WFMI,BLM,USIDBOD,Boise District,IDFRD,Four Rivers Field Office,,,G07R,DITTO,ID-BOD-000401,DITTO,ID4331211582520120706,DITTO,,2012,188,1854,10.0,Fireworks,190,1255,6179.0,G,43.31232,-115.82538,8.0,PRIVATE,ID,Elmore,039,Elmore,Point,2012-07-06,2012-07-08,2.0,Idaho
1293,201433003,FS-1505954,FED,FS-FIRESTAT,FS,USIDBOF,Boise National Forest,0402,Boise National Forest,033,646,G40D,SPRINGS,ID-BOF-000646,SPRINGS,ID4409011605220120805,SPRINGS,,2012,218,2248,9.0,Miscellaneous,232,2000,6146.0,G,44.09222222,-116.04638889,6.0,OTHER FEDERAL,ID,015,015,Boise,Point,2012-08-05,2012-08-19,14.0,Idaho
1296,201502878,W-637010,FED,DOI-WFMI,BLM,USIDBOD,Boise District,IDFRD,Four Rivers Field Office,,,GWW5,HIGHWAY 20,ID-BOD-000195,HIGHWAY 20,ID4317811560420120604,HIGHWAY 20,,2012,156,1929,11.0,Powerline,157,1930,6134.0,G,43.17752,-115.60466,8.0,PRIVATE,ID,Elmore,039,Elmore,Point,2012-06-04,2012-06-05,1.0,Idaho
1301,201430171,FS-1509985,FED,FS-FIRESTAT,FS,USMTBRF,Bitterroot National Forest,0103,Bitterroot National Forest,046,19,EKS4,HAMILTON,MT-BRF-005512,Hamilton,ID4542411459020120730,MUSTANG COMPLEX,MUSTANG COMPLEX,2012,222,0842,1.0,Lightning,259,0745,6108.0,G,45.58,-114.88972222,5.0,USFS,ID,049,049,Idaho,Point,2012-08-09,2012-09-15,37.0,Idaho
1305,13950,FS-1442651,FED,FS-FIRESTAT,FS,USIDSCF,Salmon-Challis National Forest,0413,Salmon-Challis National Forest,81,496,B6RR,NORTH ELK,ID-SCF-6496,North Elk,ID4451811531020060807,BOUNDARY COMPLEX,BOUNDARY COMPLEX,2006,233,1819,1.0,Lightning,263,1800,6099.0,G,44.5275,-115.45777778,5.0,USFS,ID,85,085,Valley,Point,2006-08-21,2006-09-20,30.0,Idaho
1307,337008,W-529990,FED,DOI-WFMI,BLM,USIDIFD,Idaho Falls District,IDPOD,Pocatello Field Office,,,C33F,BASIN,ID-IFD-036,Basin,ID4231211255320060815,BASIN,,2006,227,0745,1.0,Lightning,235,2000,6084.0,G,42.2978,-112.5625,1.0,BLM,ID,Oneida,071,Oneida,Point,2006-08-15,2006-08-23,8.0,Idaho
1310,336791,W-530485,FED,DOI-WFMI,BLM,USIDBOD,Boise District,IDOYD,Owyhee Field Office,,,C4SE,CHUBBY SPAIN,ID-BOD-002154,CHUBBY SPAIN,ID4305611690720060821,CHUBBY SPAIN,,2006,233,1623,1.0,Lightning,237,1800,6074.0,G,43.05973,-116.897,1.0,BLM,ID,Owyhee,073,Owyhee,Point,2006-08-21,2006-08-25,4.0,Idaho
1328,300248484,SFO-2015IDIDL6102015029,NONFED,ST-NASF,ST/C&L,USIDIDS,Idaho Department of Lands,IDIDL,Idaho Department of Lands,,6102015029,,WALKER,2947080,WALKER,ID4378711598520151010,WALKER,,2015,283,1200,5.0,Debris Burning,293,1800,5963.0,G,43.78567103,-115.9859223,8.0,PRIVATE,ID,Boise,015,Boise,Point,2015-10-10,2015-10-20,10.0,Idaho
1335,337743,W-96756,FED,DOI-WFMI,BLM,USIDTFD,Twin  Falls District,IDSID,South Idaho District,,,G212,COALBANKS,ID-SID-G212,Burley Complex,ID4205911398420000817,BURLEY COMPLEX (COAL BANKS COMPLEX),BURLEY COMPLEX,2000,230,1355,1.0,Lightning,241,1800,5932.8,G,42.0635,-113.98,1.0,BLM,ID,Cassia,031,Cassia,Point,2000-08-17,2000-08-28,11.0,Idaho
1336,335010,W-103463,FED,DOI-WFMI,BLM,USIDBOD,Boise District,IDBOD,Boise District,,,F246,MP47HWY51,ID-BOD-F246,Milepost 47 Highway 51,ID4262911588620010812,MP 47-HIGHWAY 51,,2001,224,2200,9.0,Miscellaneous,225,1830,5928.0,G,42.57984,-115.90271,1.0,BLM,ID,Owyhee,073,Owyhee,Point,2001-08-12,2001-08-13,1.0,Idaho
1346,336634,W-501004,FED,DOI-WFMI,BLM,USIDTFD,Twin  Falls District,IDJRD,Jarbidge Field Office,,,BVM9,MAGIC,ID-TFD-BVM9,Magic Waters,ID4268111502520050622,MAGIC WATERS,,2005,173,1215,1.0,Lightning,175,1800,5849.4,G,42.6669,-114.9414,1.0,BLM,ID,Twin Falls,083,Twin Falls,Point,2005-06-22,2005-06-24,2.0,Idaho
1355,334830,W-94516,FED,DOI-WFMI,BLM,USIDBOD,Boise District,IDBOD,Boise District,,,F016,FLAT BROKE,ID-BOD-F016,Flat Broke,ID4267611578520000630,FLAT BROKE,,2000,182,2000,1.0,Lightning,183,2000,5787.0,G,42.6416,-115.7676,1.0,BLM,ID,Owyhee,073,Owyhee,Point,2000-06-30,2000-07-01,1.0,Idaho
1367,4718,FS-1428076,FED,FS-FIRESTAT,FS,USIDPAF,Payette National Forest,0412,Payette National Forest,803,7,B3ML,BEAR CREEK WFU,ID-PAF-005045,FRANK CHURCH,ID4543911498720050801,FRANK CHURCH WFU (BEAR CREEK),FRANK CHURCH WFU COMPLEX 2005,2005,214,1117,1.0,Lightning,308,1355,5722.0,G,45.45583333,-114.9775,5.0,USFS,ID,49,049,Idaho,Point,2005-08-02,2005-11-04,94.0,Idaho
1372,335608,W-555542,FED,DOI-WFMI,BLM,USIDCWD,Cottonwood Field Office,IDCWD,Cottonwood Field Office,,,DLR6,DRY CREEK,ID-CMS-43004,Dry Creek,ID4584311675720070629,DRY CREEK,,2007,180,1638,1.0,Lightning,187,1710,5700.0,G,45.8517,-116.7889,1.0,BLM,ID,Idaho,049,Idaho,Point,2007-06-29,2007-07-06,7.0,Idaho
1373,201773650,W-658200,FED,DOI-WFMI,BLM,USIDTFD,Twin  Falls District,IDJRD,Jarbidge Field Office,,,HQ47,HORSE BUTTE 2,ID-TFD-000236,Horse Butte 2,ID4235011523620130716,HORSE BUTTE 2,,2013,197,1734,1.0,Lightning,201,1800,5681.0,G,42.3658,-115.2364,1.0,BLM,ID,Owyhee,073,Owyhee,Point,2013-07-16,2013-07-20,4.0,Idaho
1382,1474487,W-606913,FED,DOI-WFMI,BLM,USIDTFD,Twin  Falls District,IDSHD,Shoshone Field Office,,,FP6W,LAID LAW,ID-TFD-000326,Laid Law,ID4303311376420100805,LAID LAW,,2010,217,2146,1.0,Lightning,219,1800,5559.0,G,43.0392,-113.7253,1.0,BLM,ID,Lincoln,063,Lincoln,Point,2010-08-05,2010-08-07,2.0,Idaho
1394,337461,W-522759,FED,DOI-WFMI,BLM,USIDTFD,Twin  Falls District,IDSHD,Shoshone Field Office,,,CUR8,3 WELLS,ID-TFD-001315,3 Wells,ID4291311445920060702,3 WELLS,,2006,183,2241,1.0,Lightning,184,2100,5504.1,G,42.8417,-114.5397,1.0,BLM,ID,Lincoln,063,Lincoln,Point,2006-07-02,2006-07-03,1.0,Idaho
1395,201765365,FS-1518794,FED,FS-FIRESTAT,FS,USIDNCF,Nez Perce - Clearwater National Forests,0117,Nezperce National Forest,076,1708-37,HV4U,LAKE,ID-NPF-000706,Lake Complex,ID4562711506620130714,LAKE,LAKE COMPLEX,2013,226,1419,1.0,Lightning,289,0830,5500.0,G,45.62722222,-115.06638889,5.0,USFS,ID,049,049,Idaho,Point,2013-08-14,2013-10-16,63.0,Idaho
1400,32580,FS-1473144,FED,FS-FIRESTAT,FS,USIDPAF,Payette National Forest,0412,Payette National Forest,33,033,ED8Y,CABIN CREEK,ID-PAF-008034,CABIN CREEK,ID4515011494020080730,CABIN CREEK,,2008,212,1322,5.0,Debris Burning,221,1648,5500.0,G,45.14361111,-114.92777778,5.0,USFS,ID,85,085,Valley,Point,2008-07-30,2008-08-08,9.0,Idaho
1412,201433446,FS-1508456,FED,FS-FIRESTAT,FS,USIDSTF,Sawtooth National Forest,0414,Sawtooth National Forest,018,18,G5DR,DEER HOLLOW,ID-STF-000432,Deer Hollow,ID4207011315620120806,DEER HOLLOW,MINIDOKA COMPLEX,2012,219,1237,1.0,Lightning,221,0600,5441.0,G,42.07166667,-113.15916667,5.0,USFS,ID,031,031,Cassia,Point,2012-08-06,2012-08-08,2.0,Idaho
1417,1474372,W-613321,FED,DOI-WFMI,BLM,USIDBOD,Boise District,IDFRD,Four Rivers Field Office,,,FTF6,HOT TEA,ID-BOD-796,HOT TEA,ID4319511544720100827,HOT TEA,,2010,239,0650,1.0,Lightning,244,1200,5409.0,G,43.21827,-115.46861,1.0,BLM,ID,Elmore,039,Elmore,Point,2010-08-27,2010-09-01,5.0,Idaho
1430,335108,W-544223,FED,DOI-WFMI,BLM,USIDBOD,Boise District,IDBPD,Birds of Prey Field Office,,,DNP7,NICHOL,ID-BOD-000489,NICHOL,ID4300211590120070706,NICHOL,,2007,187,1745,1.0,Lightning,189,1240,5316.0,G,43.00342,-115.84883,1.0,BLM,ID,Elmore,039,Elmore,Point,2007-07-06,2007-07-08,2.0,Idaho
1431,201764482,FS-1513469,FED,FS-FIRESTAT,FS,USIDBOF,Boise National Forest,0402,Boise National Forest,031,482,HQ6L,RIDGE,ID-BOF-000482,RIDGE,ID4423611540120130716,RIDGE,,2013,197,1457,1.0,Lightning,262,1300,5315.0,G,44.23611111,-115.40111111,5.0,USFS,ID,015,015,Boise,Point,2013-07-16,2013-09-19,65.0,Idaho
1433,29326,FS-1469302,FED,FS-FIRESTAT,FS,USMTBRF,Bitterroot National Forest,0103,Bitterroot National Forest,13,5,DZ6M,WOOD HUMP,MT-BRF-5027,Wood Hump,ID4552311464520080801,BORDER COMPLEX (CAYUSE),BORDER COMPLEX,2008,200,1435,1.0,Lightning,308,1200,5311.0,G,45.54055556,-114.50944444,5.0,USFS,ID,49,049,Idaho,Point,2008-07-18,2008-11-03,108.0,Idaho
1437,300205294,FS-6352411,FED,FS-FIRESTAT,FS,USIDIPF,Idaho Panhandle National Forest,0104,Idaho Panhandle National Forest,123,1026,J1W4,NORTH GRIZZLY,2928778,North Grizzly,ID4773311613120150812,NORTH GRIZZLY,GRIZZLY COMPLEX,2015,224,1435,1.0,Lightning,310,1900,5298.0,G,47.73361111,-116.13083333,5.0,USFS,ID,079,079,Shoshone,Point,2015-08-12,2015-11-06,86.0,Idaho
1444,337539,W-546539,FED,DOI-WFMI,BLM,USIDTFD,Twin  Falls District,IDSHD,Shoshone Field Office,,,DV44,COW CREEK,ID-SCCI-002097,COW CREEK,ID4337211504520070811,COW CREEK,,2007,223,1457,5.0,Debris Burning,232,1800,5280.0,G,43.3464,-115.0658,8.0,PRIVATE,ID,Camas,025,Camas,Point,2007-08-11,2007-08-20,9.0,Idaho
1448,335456,W-543472,FED,DOI-WFMI,BLM,USIDIFD,Idaho Falls District,IDBUD,Burley Field Office,,,DNW4,JIM SAGE,ID-TFD-001953,Jim Sage,ID4211211345420070707,JIM SAGE,,2007,188,0315,1.0,Lightning,192,1800,5265.0,G,42.1244,-113.4658,1.0,BLM,ID,Cassia,031,Cassia,Point,2007-07-07,2007-07-11,4.0,Idaho
1451,300210701,W-687686,FED,DOI-WFMI,BLM,USIDCWD,Cottonwood Field Office,IDCWD,Cottonwood Field Office,,,J1QX,CARROT RIDGE,2875155,Carrot Ridge,,,,2015,226,1452,1.0,Lightning,252,1616,5250.0,G,46.3603,-116.1497,1.0,BLM,ID,Idaho,049,Idaho,Point,2015-08-14,2015-09-09,26.0,Idaho
1456,337249,W-108877,FED,DOI-WFMI,BLM,USIDTFD,Twin  Falls District,IDSHD,Shoshone Field Office,,,G474,JIM BURNS,ID-SID-G474,Jim Burns,ID4318911416120020707,JIM BURNS,,2002,188,1146,1.0,Lightning,189,2300,5237.0,G,43.1668,-114.1342,1.0,BLM,ID,Lincoln,063,Lincoln,Point,2002-07-07,2002-07-08,1.0,Idaho
1458,201430847,FS-1510189,FED,FS-FIRESTAT,FS,USIDNCF,Nez Perce - Clearwater National Forests,0117,Nezperce National Forest,071,1706-25,EKT5,SQUARE ROCK,ID-NPF-000426,Square Rock,ID4598111500420120813,SQUARE ROCK,,2012,226,1458,1.0,Lightning,299,0559,5221.0,G,45.96916667,-115.00083333,5.0,USFS,ID,049,049,Idaho,Point,2012-08-13,2012-10-25,73.0,Idaho
1472,337434,W-508329,FED,DOI-WFMI,BLM,USIDTFD,Twin  Falls District,IDSHD,Shoshone Field Office,,,B6J1,WILSON,ID-TFD-B6J1,WILSON,ID4263511415520050914,WILSON,,2005,257,1425,2.0,Equipment Use,258,1800,5176.3,G,42.6503,-114.1831,1.0,BLM,ID,Jerome,053,Jerome,Point,2005-09-14,2005-09-15,1.0,Idaho
1483,25543,FS-1456926,FED,FS-FIRESTAT,FS,USIDNCF,Nez Perce - Clearwater National Forests,0105,Clearwater National Forest,47,0513,DV7H,BOUNDARY JUNCTION,ID-CWF-047,Boundary Junction,ID4638011556920070810,BOUNDARY JUNCTION,,2007,222,0604,1.0,Lightning,324,1200,5100.0,G,46.37305556,-115.58166667,5.0,USFS,ID,49,049,Idaho,Point,2007-08-10,2007-11-20,102.0,Idaho
1499,300014513,W-668877,FED,DOI-WFMI,BLM,USIDTFD,Twin  Falls District,IDSHD,Shoshone Field Office,,,H7DB,PAGARI,586519,PAGARI,ID4311811407220140705,PAGARI,,2014,186,1425,2.0,Equipment Use,190,1800,5011.0,G,43.1125,-114.0722,1.0,BLM,ID,Lincoln,063,Lincoln,Point,2014-07-05,2014-07-09,4.0,Idaho
5,353807,W-549705,FED,DOI-WFMI,BLM,USUTCCD,Cedar City Field Office,UTCCD,Cedar City Field Office,,,DNF9,MILFORD FLAT,UT-SWS-070312,Milford Flat,UT3868911273920070706,MILFORD FLAT,,2007,187,1545,1.0,Lightning,215,1800,357185.0,G,38.5756,-112.9731,8.0,PRIVATE,UT,Beaver,001,Beaver,Point,2007-07-06,2007-08-03,28.0,Utah
69,201510635,W-637746,FED,DOI-WFMI,BLM,USUTRID,Richfield Field Office,UTRID,Richfield Field Office,,,GZT8,CLAY SPRINGS,UT-SCS-000155,Clay Springs,UT3932911237920120627,CLAY SPRINGS,,2012,179,1415,7.0,Arson,227,1200,107847.0,G,39.3231,-112.3881,7.0,STATE,UT,Millard,027,Millard,Point,2012-06-27,2012-08-14,48.0,Utah
